airline_sentiment,airline_sentiment_confidence,airline,retweet_count,text
positive,1.0,United,0,"@united okay - thanks for your help, JT! I appreciate your time!"
negative,0.664,United,0,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech
negative,0.6633,United,0,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail
negative,1.0,United,0,@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.
positive,1.0,United,0,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails"
positive,1.0,United,0,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here."
neutral,0.6383,United,0,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!
neutral,1.0,United,0,@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.
neutral,0.6405,United,0,"@united Hopefully They will give me a feedback, bafore my flight..."
positive,1.0,United,0,"@united Very good flight, thank you!"
negative,1.0,United,0,@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.
negative,0.6304,United,0,@united I'm asking if you can simplify the communications- thx
positive,1.0,United,0,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!"
negative,1.0,United,0,@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!
neutral,1.0,United,0,@united i now see it's 72 hours. Thanks
neutral,0.672,United,0,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks
neutral,0.6990000000000001,United,0,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways"
negative,0.6634,United,0,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..
negative,0.6538,United,0,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.
positive,1.0,United,0,"@united Thanks, I will!"
negative,0.7118,United,0,@united can you get a gate for UA4727?  Turrible.
negative,1.0,United,0,@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating
neutral,0.6416,United,0,@united Flight 280
neutral,0.6452,United,0,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme
positive,1.0,United,0,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon
positive,1.0,United,0,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!"
positive,1.0,United,0,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
neutral,0.6827,United,0,"@united yes, you can. I will DM."
positive,0.6364,United,0,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
neutral,1.0,United,0,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?
neutral,0.6497,United,0,"@united no worries, I think it’s under control. (the emails are keeping me informed)"
negative,0.6737,United,0,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed
neutral,1.0,United,0,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.
neutral,1.0,United,0,@united what happened to flight status map? It was so cool..
negative,0.6629999999999999,United,0,@united plz don't advertise wifi if it's not gonna work thanks #worstflightever
neutral,1.0,United,0,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?
negative,1.0,United,0,"@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times."
neutral,0.6923,United,0,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?"
negative,1.0,United,0,@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?
positive,0.6753,United,0,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS"
negative,1.0,United,0,@united I knew I should've flew @VirginAmerica lol
negative,1.0,United,0,"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?"
positive,0.653,United,0,@united thnx
positive,1.0,United,0,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace."
positive,0.6525,United,0,@united it's kinda funny. No worries.
negative,1.0,United,0,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.
negative,1.0,United,0,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!
positive,0.6667,United,0,@united great. Looking forward to your response to my DM then
negative,0.3546,United,0,"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕"
positive,0.6737,United,0,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville
positive,1.0,United,0,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated."
negative,0.6556,United,0,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded."
neutral,0.6655,United,0,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎"
negative,0.6855,United,0,@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.
neutral,1.0,United,0,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787."
negative,1.0,United,0,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ"
negative,1.0,United,0,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail
neutral,0.6484,United,0,@united I just sent a long note with some suggestions. Thanks for getting back to me.
neutral,1.0,United,0,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
positive,1.0,United,0,@united @parryaftab done thnx
negative,1.0,United,0,"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD"
negative,0.6534,United,0,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection."
neutral,1.0,United,0,@united PTY to PIT via IAH
negative,1.0,United,0,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am"
neutral,1.0,United,0,@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?
negative,0.6632,United,0,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....
neutral,0.6413,United,0,@united sent
negative,1.0,United,0,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good
positive,0.3626,United,0,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic."
negative,1.0,United,0,"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy"
positive,0.6889,United,0,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
negative,1.0,United,0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
positive,0.7076,United,0,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
neutral,0.6465,United,0,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???"
positive,1.0,United,0,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir"
negative,0.6309,United,0,@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help
negative,1.0,United,0,@united correct date is 2/11/15!
negative,1.0,United,0,@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?
negative,0.7171,United,0,@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required
negative,1.0,United,0,"@united can't DM, you're not following. LLY144. Rebooked on #UA1516 but still need seats."
negative,1.0,United,0,@united the supervisor on situation- Stacey took all our details-no claim number given to us
negative,1.0,United,0,@united 1 hour since boarding began and we're still sitting at the gate.  #UA507
negative,1.0,United,0,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle
negative,1.0,United,0,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs
positive,0.6617,United,0,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)"
negative,0.6842,United,0,"@united I find this text funny, considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11"
negative,1.0,United,0,"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane"
negative,0.6598,United,0,@united thanks! Makes sense. Just annoying that it can't be determined better.
neutral,0.6593,United,0,@united patiently drinking and tweeting about my experience
negative,1.0,United,0,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline
negative,1.0,United,0,@united idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber
negative,1.0,United,0,@united I will be patient in my luxurious middle seat on my next delayed flight
negative,0.6678,United,0,@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07
negative,0.6667,United,0,@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport
negative,1.0,United,0,@united be patient while I let this string of tweets go out showing people you are bad at your business
negative,1.0,United,0,@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine
neutral,1.0,United,0,"@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint, just an observation."
negative,1.0,United,0,@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on
negative,1.0,United,0,"@united   sent DM last week, re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to...."
positive,0.6769,United,0,@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.
negative,1.0,United,0,@united I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?
neutral,1.0,United,0,@united How many 787s do you currently operate and what other aircraft do you operate?
negative,1.0,United,0,"“@united: @qlyss8 We don't want our customers to be frustrated. Thank you for your patience. ^JT” A lovely sentiment, but not a $180 one."
negative,1.0,United,0,@united 4 different departure / arrival updates for UA304??? In 1hr. Please!
negative,0.7047,United,0,@united nope. Really. No window at all for 10A. 10F has one. 8 and 11 has one. None for 10A. So sad...
negative,1.0,United,0,"@united #vegan meals can be more creative than noodles, peas, and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?"
positive,1.0,United,0,"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough"
positive,1.0,United,0,@united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.
negative,0.6871,United,0,@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?
negative,1.0,United,0,"I will, if you can show me where this new program is beneficial to your longstanding loyal consumers... @united"
negative,1.0,United,0,@united all i hear is blah blah blah ....you shoulda used that $400 to buy a @burningman ticket instead. &amp; ill be driving there not flying
negative,0.6632,United,0,"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed."
negative,1.0,United,0,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!
positive,1.0,United,0,@united thank you! Love united!! Have 4 flights today!
positive,1.0,United,0,"@united Just did, thanks for checking! :)"
negative,1.0,United,0,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you
negative,1.0,United,0,"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there."
negative,1.0,United,0,@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.
positive,1.0,United,0,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!
negative,1.0,United,0,"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail"
negative,1.0,United,0,@united flying lax to Sfo and system won't let me check in. Your site tells me to do it through @AirCanada and they tell me through you.
negative,0.6621,United,0,"@united and btw, the @Virgin and @JetBlue managed on time departures same time same destination- &amp; wouldn't take away a 9year old kids bag!"
positive,1.0,United,0,@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR
negative,0.6735,United,0,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened"
negative,1.0,United,0,@united sure but the plane is an hour Late Flight! Your ontime departure ship sailed away a long time back!
negative,1.0,United,0,@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.
neutral,1.0,United,0,@united it's operated by united as it's a heathrow-Newark flight
negative,1.0,United,0,@united yes of course I have.  Is this how you treat customer with no recourse?
negative,0.6639,United,0,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards
negative,1.0,United,0,"@united Can someone assist me with my DM's? Waiting 1 hour on phone, 2 hours on Twitter."
negative,1.0,United,0,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer."
positive,0.6771,United,0,@united thank you!
positive,0.6768,United,0,@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.
negative,1.0,United,0,@united As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.
negative,1.0,United,0,"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found."
negative,1.0,United,0,@united Another delayed United flight. I should not be this surprised or upset. I'm mostly disappointed I have to Cancelled Flight my trip with my dad
negative,1.0,United,0,"@united still can't dm, it's LH7631 on 21/2/15"
positive,1.0,United,0,@united Thank you Margo at Houston's Bush Intercontinental for getting me home earlier.
negative,1.0,United,0,"@united, I booked our flights w/ @WestJet. I saw the same prices each time I searched. It wasn't the least bit frustrating. #customerservice"
negative,0.6409,United,0,"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again"
negative,1.0,United,0,@united my cats flight was delayed 1+hour  she will be arriving to Hawaii after 5 &amp; I won't be able to pick her up until tomorrow 😭
negative,0.6368,United,0,"@united I did not, my mind was on getting to the next flight."
negative,1.0,United,0,@united now you've lost my bags too.  At least nobody has done anything to help out.  This is absurd.
negative,1.0,United,0,@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail
negative,1.0,United,0,@united offered me a voucher to switch flights. Now voucher offer doesn’t exist &amp; the gate agent switched me to a delayed flight!
neutral,0.672,United,0,@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?
negative,1.0,United,0,@united I usually like flying with you guys but $200 fee to use my credit seems ridiculous #notcool #exhorbitantfees
negative,1.0,United,0,"@united Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M)."
negative,0.6578,United,0,@united my friend lost luggage on flight 1547. What to do?
positive,1.0,United,0,"@united sweet, follow back and I'll get the dm off"
neutral,0.6651,United,0,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?
positive,1.0,United,0,@united all good! Next flight was a little delayed so it all worked 👍
neutral,0.6944,United,0,@united flight 5431
neutral,0.6701,United,0,@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.
negative,1.0,United,0,@united Held up for almost 45 minutes and then promised free movies and it didn't work and neither did the wifi that was paid for. Boo :(
negative,1.0,United,0,"@united Nice ""partners"" you have. The delays keep increasing every 20 min @FtLauderdaleSun @orlandosentinel http://t.co/1AtEafnC6R"
negative,1.0,United,0,@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies
negative,0.3654,United,0,"@united yep, after long waiting on the phone we managed to rebook it. Hope it will be a pleasent one. Thanks for ur help."
negative,1.0,United,0,@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.
negative,1.0,United,0,@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!
negative,1.0,United,0,"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee."
neutral,0.647,United,0,@united chase says no referral bonus. Thanks.
negative,1.0,United,0,"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?"
negative,1.0,United,0,@united rebooked.  This one is Late Flight too.
negative,1.0,United,0,@united 2nd Late Flight flight today
negative,0.6459,United,0,"@united if u miss first leg of ur flight, you have to pay hundreds of $'s just to keep your second leg? How much to keep my earned miles?"
negative,1.0,United,0,"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ"
neutral,0.653,United,0,@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name
positive,0.701,United,0,@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ
negative,0.6838,United,0,@united 16 days for one flight and 8 for the other (roundtrip).
positive,1.0,United,0,@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x
negative,1.0,United,0,@united your overall experience of flying is not friendly
negative,1.0,United,0,@united a good start would be  to warm the plane before the departure time so the flight isn't delayed due to frozen water lines.
negative,1.0,United,0,@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to
positive,0.6705,United,0,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.
negative,1.0,United,0,@united 6 hour mechanical delay...killing me
negative,1.0,United,0,@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.
neutral,0.6764,United,0,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph
negative,1.0,United,0,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver
negative,1.0,United,0,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k
neutral,1.0,United,0,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?
negative,1.0,United,0,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.
negative,1.0,United,0,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great."
negative,1.0,United,0,@united I already sent feedback and your reps are who told me about the priority. I'm speechless at your system
negative,1.0,United,0,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.
negative,1.0,United,0,"@united Yeah, bag is on the way. As per usual.  I'm actually getting used to getting it delivered to me, its kind of nice in a sense."
neutral,1.0,United,0,@united How much is baggage check for International flights?
negative,1.0,United,0,@united Why does it take 4-6 weeks for a new MileagePlus Premier card to be sent out? #stillwaiting #doesntfeellikestatusyet
negative,1.0,United,0,"@United Wonder why people hate dealing with airlines?  Ridiculous and inflexible ""policies"".  I need a phone number and a resolution.  Now."
negative,0.6606,United,0,@united LE2V9D pnr numbered flight. The first leg is Cancelled Flightled due to bad weather in iatanbul. How can i make a reFlight Booking Problems
negative,1.0,United,0,"@united (2/2) It suggests that if can't confirm cert at time of Flight Booking Problems, I should assume that it may never clear. Didn't used to be that way"
positive,0.6458,United,0,"@united Thanks for explanation. It seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs."
neutral,1.0,United,0,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf
negative,1.0,United,0,"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies"
negative,0.7113,United,0,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.
negative,1.0,United,0,@united missing this wedding because of these delays would not be cool
negative,1.0,United,0,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
negative,1.0,United,0,"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?"
negative,0.6988,United,0,"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA"
negative,0.7044,United,0,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.
positive,1.0,United,0,@united it's amazing really.
negative,0.6551,United,0,@united Learn to hold connections. They texted me there is another flight Late Flightr - my connection hasn't left and were pulling into the gate
neutral,1.0,United,0,@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?
neutral,1.0,United,0,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP
negative,1.0,United,0,"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn"
positive,0.35200000000000004,United,0,"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US."
negative,0.7024,United,0,@united a plane took our gate and now we're just waiting in a lot at DIA
negative,0.6771,United,0,"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP"
negative,1.0,United,0,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.
negative,0.6735,United,0,@united on your website it says 10 days. Its been 16 and counting.
neutral,0.6437,United,0,@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?
negative,1.0,United,0,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell
neutral,0.6774,United,0,"@united ha, this happened 10 years ago. i haven't flown with you since."
negative,1.0,United,0,@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!
negative,1.0,United,0,@united of course but they were just as helpless as everyone else .
positive,1.0,United,0,"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS"
negative,0.6484,United,0,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews
negative,1.0,United,0,@united another week has passed and I hoped that I would have had a response by now
negative,1.0,United,0,@united there's no reason it should take 7-10 days to respond.
negative,1.0,United,0,"@united yes, I know that. The question is ""why is that still the case""? #fail"
negative,1.0,United,0,@united There are Exit-Row window shades in approx 11% of the windows  of your RJ-145s. &lt;--a frequent flyer http://t.co/aOEaeszDLX
positive,0.6809,United,0,@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday
negative,1.0,United,0,@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united
negative,1.0,United,0,@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines
negative,1.0,United,0,@united JH: going to process my refund for wifi. its asking for a receipt #? I never received an email- you guys just whacked my credit card
negative,1.0,United,0,.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris
negative,1.0,United,0,.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies
neutral,0.7008,United,0,@united You please do not burn my dreams !!!  #burningman tickets sales today.
negative,1.0,United,0,"@united worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement"
negative,0.657,United,0,@united Can we get Any (free) upgrade because all the problems we've had? Our reservation is MKWLKR.
neutral,1.0,United,0,@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek
neutral,0.6793,United,0,"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!"
neutral,0.6366,United,0,"@united yes, would love an upgrade or voucher,  please give me a call 9148445695"
neutral,0.669,United,0,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!"
negative,1.0,United,0,@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.
negative,1.0,United,0,"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!"
negative,1.0,United,0,"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline."
negative,1.0,United,0,@united we have been told that it's lost...you guys don't know where it is
negative,0.6786,United,0,".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night."
neutral,1.0,United,0,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD"
negative,1.0,United,0,"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for"
positive,1.0,United,0,@united Thanks to supervisor Miriam who provided me with great customer service. #finally
negative,1.0,United,0,@united Filled out at the airport as part of a long day made longer.
positive,1.0,United,0,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks
negative,1.0,United,0,"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver"
negative,0.701,United,0,"@united  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695"
neutral,0.6842,United,0,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!
neutral,1.0,United,0,@united Can I add miles from my January Air China flight to my MileagePlus account?
negative,1.0,United,0,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags
negative,0.6837,United,0,@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening
positive,1.0,United,0,"@united Great, thank you!"
neutral,0.6953,United,0,@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.
negative,1.0,United,0,@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!
negative,0.7065,United,0,@united right... Are you guys charging for the air we breathe next?
neutral,0.6567,United,0,@united did not get names...Dallas flight and Chicago
negative,1.0,United,0,"@united in other words... sorry, not sorry.  Plenty of other airlines... and I travel A LOT."
negative,1.0,United,0,@united delayed agAin by United. Gate agent was borderline rude when I asked her a flight status question. What is happening to United?
negative,0.6222,United,0,@united I need to speak with a supervisor or someone who is #willing to help me use a credit I have ASAP.  #letsworktogether
positive,0.6889,United,0,@united Club in Denver is dope 👌
negative,1.0,United,0,"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell."
negative,0.6421,United,0,@united we are never going to get to out gate at this rate.
negative,1.0,United,0,@united this is getting ridiculous. Now we're missing our connection.
negative,1.0,United,0,@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?
negative,0.6386,United,0,@united I locked myself out of my account and needed access to book a flight.
neutral,1.0,United,0,@united @annricord January 15th.
negative,1.0,United,0,@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.
negative,1.0,United,0,@united how on earth could you close the united club in Atlanta? What a major #fail at an airport of this size
positive,1.0,United,0,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
negative,1.0,United,0,@united -LGA-ORD UA 711. Did not get agent name. Argument over baggage policy.
negative,1.0,United,0,@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!
negative,0.6622,United,0,@united Monday evening.
neutral,1.0,United,0,"@united is pri boarding for ""Active Military"" or only ""In Uniform?"" 90% can't travel in uniform for OPSEC reason, even on official travel"
neutral,1.0,United,0,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform
negative,1.0,United,0,@United ticket counter Masters out of SMF not very helpful.
positive,1.0,United,0,"@united cool, thanks."
negative,1.0,United,0,@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now
